cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode
C01748,45,M,Single,Salaried,201000,2,Owned,1,Lucknow,Uttar Pradesh,226001
C01749,41,M,Married,Self-Employed,5149000,2,Owned,5,Bangalore,Karnataka,560001
C01750,50,M,Married,Self-Employed,3123000,3,Rented,29,Bangalore,Karnataka,560001
C01751,18,M,Single,Self-Employed,10990000,0,Owned,10,Mumbai,Maharashtra,400001
C01752,46,M,Married,Self-Employed,2274000,3,Owned,23,Ahmedabad,Gujarat,380001
C01753,33,M,Married,Salaried,2182000,5,Mortgage,29,Bangalore,Karnataka,560001
C01754,21,F,Single,Salaried,140000,0,Owned,22,Ahmedabad,Gujarat,380001
C01755,45,M,Married,Self-Employed,2209000,2,Mortgage,8,Jaipur,Rajasthan,302001
C01756,53,M,Married,Self-Employed,836000,3,Owned,12,Bangalore,Karnataka,560001
C01757,38,M,Single,Self-Employed,2368000,0,Owned,8,Ahmedabad,Gujarat,380001
C01758,49,F,Married,Self-Employed,8437000,3,Owned,24,Lucknow,Uttar Pradesh,226001
C01759,56,M,Married,Self-Employed,3659000,5,Owned,4,Lucknow,Uttar Pradesh,226001
C01760,53,F,Married,Self-Employed,2837000,4,Owned,22,Ahmedabad,Gujarat,380001
C01761,56,M,Married,Self-Employed,2730000,4,Owned,26,Kolkata,West Bengal,700001
C01762,47,M,Married,Self-Employed,11341000,4,Mortgage,23,Hyderabad,Telangana,500001
C01763,40,F,Single,Self-Employed,542000,1,Mortgage,8,Ahmedabad,Gujarat,380001
C01764,23,F,Single,Self-Employed,580000,0,Rented,14,Bangalore,Karnataka,560001
C01765,37,M,Married,Salaried,656000,4,Owned,19,Ahmedabad,Gujarat,380001
C01766,31,M,Single,Salaried,2324000,0,Mortgage,14,Delhi,Delhi,110001
C01767,61,F,Married,Self-Employed,1693000,4,Owned,9,Mumbai,Maharashtra,400001
C01768,38,M,Single,Self-Employed,643000,0,Owned,27,Pune,Maharashtra,411001
C01769,41,F,Married,Self-Employed,845000,2,Owned,21,Chennai,Tamil Nadu,600001
C01770,45,M,Married,Self-Employed,6160000,3,Owned,5,Kolkata,West Bengal,700001
C01771,40,M,Single,Self-Employed,2007000,1,Mortgage,6,Hyderabad,Telangana,500001
C01772,56,M,Married,Self-Employed,3619000,2,Owned,28,Delhi,Delhi,110001
C01773,33,M,Single,Self-Employed,247000,2,Mortgage,11,Bangalore,Karnataka,560001
C01774,41,F,Single,Salaried,864000,0,Owned,2,Chennai,Tamil Nadu,600001
C01775,32,F,Married,Self-Employed,3115000,2,Mortgage,7,Hyderabad,Telangana,500001
C01776,26,M,Single,Salaried,1003000,0,Owned,17,Jaipur,Rajasthan,302001
C01777,33,M,Single,Self-Employed,1933000,0,Mortgage,27,Pune,Maharashtra,411001
C01778,39,M,Single,Salaried,906000,0,Mortgage,17,Pune,Maharashtra,411001
C01779,35,F,Married,Salaried,169000,5,Rented,14,Delhi,Delhi,110001
C01780,33,M,Single,Salaried,3423000,0,Mortgage,9,Chennai,Tamil Nadu,600001
C01781,25,M,Single,Salaried,190000,0,Rented,13,Mumbai,Maharashtra,400001
C01782,39,M,Single,Self-Employed,853000,2,Owned,3,Bangalore,Karnataka,560001
C01783,24,M,Single,Self-Employed,1353000,2,Owned,1,Kolkata,West Bengal,700001
C01784,47,F,Married,Self-Employed,871000,4,Rented,25,Bangalore,Karnataka,560001
C01785,40,M,Single,Salaried,923000,1,Rented,8,Bangalore,Karnataka,560001
C01786,25,M,Single,Self-Employed,2051000,0,Owned,21,Kolkata,West Bengal,700001
C01787,36,M,Married,Self-Employed,490000,3,Owned,23,Pune,Maharashtra,411001
C01788,32,M,Single,Salaried,901000,2,Mortgage,31,Mumbai,Maharashtra,400001
C01789,43,M,Single,Self-Employed,1054000,0,Owned,14,Kolkata,West Bengal,700001
C01790,53,M,Married,Self-Employed,202000,3,Owned,25,Lucknow,Uttar Pradesh,226001
C01791,21,F,Single,Self-Employed,433000,1,Rented,26,Kolkata,West Bengal,700001
C01792,41,F,Married,Self-Employed,10254000,4,Mortgage,17,Mumbai,Maharashtra,400001
C01793,38,F,Single,Self-Employed,142000,0,Owned,1,Jaipur,Rajasthan,302001
C01794,46,F,Married,Self-Employed,1278000,3,Owned,29,Mumbai,Maharashtra,400001
C01795,42,M,Single,Self-Employed,1334000,0,Owned,3,Kolkata,West Bengal,700001
C01796,32,M,Married,Salaried,964000,2,Rented,10,Lucknow,Uttar Pradesh,226001
C01797,36,F,Single,Salaried,281000,1,Mortgage,5,Hyderabad,Telangana,500001
C01798,32,M,Married,Self-Employed,215000,2,Owned,4,Ahmedabad,Gujarat,380001
C01799,50,F,Married,Self-Employed,8431000,2,Mortgage,20,Ahmedabad,Gujarat,380001
C01800,40,F,Single,Self-Employed,2854000,1,Owned,4,Delhi,Delhi,110001
C01801,59,F,Married,Self-Employed,4266000,3,Mortgage,29,Mumbai,Maharashtra,400001
C01802,39,F,Married,Self-Employed,800000,3,Owned,16,Pune,Maharashtra,411001
C01803,32,M,Married,Self-Employed,3892000,4,Owned,23,Delhi,Delhi,110001
C01804,24,M,Married,Self-Employed,2409000,3,Rented,7,Chennai,Tamil Nadu,600001
C01805,21,M,Single,Salaried,467000,1,Owned,12,Jaipur,Rajasthan,302001
C01806,24,F,Single,Salaried,1084000,0,Owned,6,Ahmedabad,Gujarat,380001
C01807,42,M,Married,Salaried,757000,2,Rented,5,Bangalore,Karnataka,560001
C01808,45,M,Single,Self-Employed,6579000,0,Mortgage,19,Ahmedabad,Gujarat,380001
C01809,24,F,Married,Salaried,411000,3,Rented,5,Lucknow,Uttar Pradesh,226001
C01810,48,M,Married,Self-Employed,695000,4,Mortgage,9,Delhi,Delhi,110001
C01811,35,M,Married,Self-Employed,631000,5,Owned,31,Mumbai,Maharashtra,400001
C01812,41,M,Married,Self-Employed,6366000,2,Owned,17,Pune,Maharashtra,411001
C01813,56,F,Married,Self-Employed,3375000,4,Owned,29,Lucknow,Uttar Pradesh,226001
C01814,48,F,Single,Self-Employed,188000,0,Owned,14,Jaipur,Rajasthan,302001
C01815,37,F,Married,Self-Employed,3934000,4,Rented,10,Chennai,Tamil Nadu,600001
C01816,31,M,Married,Salaried,770000,5,Owned,20,Delhi,Delhi,110001
C01817,18,F,Single,Salaried,2001000,0,Owned,15,Jaipur,Rajasthan,302001
C01818,32,M,Single,Self-Employed,2753000,1,Mortgage,25,Delhi,Delhi,110001
C01819,37,M,Married,Self-Employed,566000,4,Mortgage,3,Delhi,Delhi,110001
C01820,30,M,Single,Self-Employed,2540000,1,Owned,26,Chennai,Tamil Nadu,600001
C01821,38,M,Single,Self-Employed,1296000,0,Owned,10,Mumbai,Maharashtra,400001
C01822,40,M,Married,Self-Employed,363000,4,Rented,4,Hyderabad,Telangana,500001
C01823,37,F,Married,Self-Employed,3703000,2,Owned,24,Pune,Maharashtra,411001
C01824,33,M,Married,Self-Employed,2436000,3,Mortgage,30,Delhi,Delhi,110001
C01825,41,F,Married,Self-Employed,2946000,2,Mortgage,17,Kolkata,West Bengal,700001
C01826,44,F,Single,Self-Employed,7750000,0,Owned,7,Ahmedabad,Gujarat,380001
C01827,29,M,Single,Self-Employed,2875000,2,Owned,1,Lucknow,Uttar Pradesh,226001
C01828,54,F,Married,Salaried,6485000,3,Owned,2,Bangalore,Karnataka,560001
C01829,39,F,Single,Self-Employed,3782000,0,Mortgage,26,Jaipur,Rajasthan,302001
C01830,40,M,Single,Self-Employed,2149000,2,Rented,16,Jaipur,Rajasthan,302001
C01831,47,M,Single,Self-Employed,842000,0,Mortgage,13,Kolkata,West Bengal,700001
C01832,42,F,Single,Self-Employed,1997000,1,Mortgage,15,Chennai,Tamil Nadu,600001
C01833,49,M,Married,Self-Employed,1005000,2,Owned,11,Kolkata,West Bengal,700001
C01834,42,M,Married,Self-Employed,3980000,2,Rented,24,Lucknow,Uttar Pradesh,226001
C01835,33,M,Married,Self-Employed,8735000,4,Owned,28,Jaipur,Rajasthan,302001
C01836,43,M,Married,Self-Employed,977000,4,Owned,20,Hyderabad,Telangana,500001
C01837,28,F,Single,Self-Employed,983000,0,Owned,9,Chennai,Tamil Nadu,600001
C01838,41,F,Single,Self-Employed,2712000,1,Owned,26,Kolkata,West Bengal,700001
C01839,39,M,Single,Self-Employed,3872000,1,Owned,14,Pune,Maharashtra,411001
C01840,37,F,Single,Salaried,2396000,0,Owned,13,Bangalore,Karnataka,560001
C01841,38,M,Married,Self-Employed,1434000,5,Mortgage,13,Chennai,Tamil Nadu,600001
C01842,21,M,Single,Self-Employed,1186000,0,Owned,28,Ahmedabad,Gujarat,380001
C01843,34,M,Married,Self-Employed,2887000,3,Rented,27,Pune,Maharashtra,411001
C01844,40,F,Married,Self-Employed,6763000,2,Owned,14,Bangalore,Karnataka,560001
C01845,41,F,Married,Self-Employed,672000,3,Mortgage,9,Kolkata,West Bengal,700001
C01846,29,M,Single,Salaried,387000,0,Owned,14,Mumbai,Maharashtra,400001
C01847,52,M,Single,Self-Employed,1408000,0,Owned,28,Hyderabad,Telangana,500001
C01848,31,M,Single,Salaried,583000,1,Rented,20,Delhi,Delhi,110001
C01849,49,F,Married,Self-Employed,2592000,3,Rented,23,Pune,Maharashtra,411001
C01850,44,F,Married,Self-Employed,3770000,2,Mortgage,24,Mumbai,Maharashtra,400001
C01851,33,M,Married,Salaried,1298000,4,Owned,25,Ahmedabad,Gujarat,380001
C01852,57,M,Single,Self-Employed,4652000,0,Owned,14,Pune,Maharashtra,411001
C01853,28,M,Single,Self-Employed,2729000,1,Rented,17,Jaipur,Rajasthan,302001
C01854,49,F,Married,Salaried,927000,5,Owned,27,Kolkata,West Bengal,700001
C01855,50,F,Single,Self-Employed,3160000,0,Mortgage,11,Bangalore,Karnataka,560001
C01856,33,F,Married,Self-Employed,7851000,4,Mortgage,4,Pune,Maharashtra,411001
C01857,53,F,Married,Self-Employed,2756000,3,Owned,26,Delhi,Delhi,110001
C01858,37,M,Married,Salaried,2512000,3,Owned,25,Pune,Maharashtra,411001
C01859,42,F,Single,Salaried,161000,2,Rented,10,Pune,Maharashtra,411001
C01860,42,F,Single,Self-Employed,813000,0,Mortgage,4,Pune,Maharashtra,411001
C01861,38,M,Married,Self-Employed,3949000,4,Owned,15,Ahmedabad,Gujarat,380001
C01862,48,F,Married,Self-Employed,876000,2,Rented,2,Chennai,Tamil Nadu,600001
C01863,47,F,Married,Self-Employed,1702000,3,Rented,7,Delhi,Delhi,110001
C01864,22,F,Single,Self-Employed,996000,0,Owned,18,Mumbai,Maharashtra,400001
C01865,53,F,Married,Self-Employed,3092000,3,Mortgage,18,Mumbai,Maharashtra,400001
C01866,23,M,Single,Self-Employed,641000,0,Owned,16,Lucknow,Uttar Pradesh,226001
C01867,50,F,Married,Self-Employed,546000,3,Owned,31,Hyderabad,Telangana,500001
C01868,51,M,Single,Self-Employed,1579000,1,Owned,3,Hyderabad,Telangana,500001
C01869,29,M,Single,Self-Employed,2498000,1,Rented,14,Jaipur,Rajasthan,302001
C01870,35,M,Single,Salaried,326000,0,Rented,17,Bangalore,Karnataka,560001
C01871,28,M,Single,Salaried,3921000,1,Owned,6,Mumbai,Maharashtra,400001
C01872,37,M,Single,Salaried,10190000,1,Owned,31,Pune,Maharashtra,411001
C01873,36,M,Married,Self-Employed,2804000,2,Rented,30,Mumbai,Maharashtra,400001
C01874,47,M,Married,Salaried,967000,4,Mortgage,26,Jaipur,Rajasthan,302001
C01875,53,M,Single,Salaried,432000,0,Mortgage,17,Delhi,Delhi,110001
C01876,53,F,Married,Self-Employed,489000,3,Rented,14,Jaipur,Rajasthan,302001
C01877,34,F,Married,Salaried,1910000,4,Rented,11,Chennai,Tamil Nadu,600001
C01878,37,M,Married,Salaried,2249000,2,Rented,2,Chennai,Tamil Nadu,600001
C01879,23,F,Single,Salaried,1461000,0,Owned,19,Ahmedabad,Gujarat,380001
C01880,31,M,Married,Self-Employed,3310000,4,Owned,4,Bangalore,Karnataka,560001
C01881,49,M,Married,Self-Employed,2098000,3,Rented,5,Ahmedabad,Gujarat,380001
C01882,56,M,Married,Self-Employed,3924000,2,Owned,5,Chennai,Tamil Nadu,600001
C01883,27,F,Single,Self-Employed,447000,1,Owned,27,Kolkata,West Bengal,700001
C01884,34,M,Single,Salaried,523000,0,Owned,2,Delhi,Delhi,110001
C01885,39,M,Single,Self-Employed,1161000,0,Owned,7,Jaipur,Rajasthan,302001
C01886,42,F,Single,Self-Employed,642000,0,Owned,5,Jaipur,Rajasthan,302001
C01887,31,M,Single,Self-Employed,1669000,1,Rented,23,Lucknow,Uttar Pradesh,226001
C01888,44,M,Married,Self-Employed,11665000,3,Owned,31,Delhi,Delhi,110001
C01889,35,M,Single,Salaried,489000,0,Mortgage,31,Jaipur,Rajasthan,302001
C01890,39,M,Married,Self-Employed,104000,3,Owned,10,Pune,Maharashtra,411001
C01891,45,M,Single,Self-Employed,2018000,1,Rented,7,Jaipur,Rajasthan,302001
C01892,40,F,Single,Self-Employed,2084000,0,Owned,5,Kolkata,West Bengal,700001
C01893,35,M,Married,Self-Employed,1809000,2,Mortgage,2,Hyderabad,Telangana,500001
C01894,38,M,Single,Self-Employed,1580000,1,Rented,28,Ahmedabad,Gujarat,380001
C01895,39,F,Married,Self-Employed,811000,3,Owned,1,Delhi,Delhi,110001
C01896,36,M,Married,Self-Employed,368000,2,Owned,4,Bangalore,Karnataka,560001
C01897,37,F,Single,Self-Employed,906000,1,Mortgage,12,Mumbai,Maharashtra,400001
C01898,55,F,Single,Salaried,966000,1,Owned,2,Bangalore,Karnataka,560001
C01899,45,F,Single,Self-Employed,3175000,0,Mortgage,17,Kolkata,West Bengal,700001
C01900,37,M,Single,Salaried,1827000,0,Owned,10,Chennai,Tamil Nadu,600001
C01901,46,F,Married,Self-Employed,11221000,4,Rented,28,Delhi,Delhi,110001
C01902,36,M,Married,Salaried,3270000,2,Mortgage,13,Hyderabad,Telangana,500001
C01903,51,F,Married,Self-Employed,2982000,2,Owned,7,Mumbai,Maharashtra,400001
C01904,43,M,Single,Salaried,7927000,0,Rented,15,Jaipur,Rajasthan,302001
C01905,38,M,Married,Salaried,4618000,3,Owned,14,Chennai,Tamil Nadu,600001
C01906,44,F,Married,Self-Employed,2898000,3,Mortgage,26,Ahmedabad,Gujarat,380001
C01907,24,F,Single,Salaried,789000,0,Rented,2,Bangalore,Karnataka,560001
C01908,28,F,Married,Salaried,1924000,4,Owned,10,Delhi,Delhi,110001
C01909,28,M,Single,Self-Employed,2427000,1,Owned,14,Pune,Maharashtra,411001
C01910,41,M,Married,Self-Employed,1318000,5,Owned,14,Ahmedabad,Gujarat,380001
C01911,57,F,Married,Self-Employed,1702000,3,Owned,13,Bangalore,Karnataka,560001
C01912,62,M,Married,Self-Employed,711000,3,Owned,24,Ahmedabad,Gujarat,380001
C01913,46,M,Married,Self-Employed,3803000,3,Rented,31,Lucknow,Uttar Pradesh,226001
C01914,45,M,Single,Self-Employed,1790000,0,Owned,3,Chennai,Tamil Nadu,600001
C01915,21,M,Single,Salaried,3119000,0,Owned,2,Kolkata,West Bengal,700001
C01916,34,F,Single,Self-Employed,3833000,0,Owned,1,Chennai,Tamil Nadu,600001
C01917,32,M,Single,Salaried,1358000,2,Owned,25,Delhi,Delhi,110001
C01918,33,M,Married,Self-Employed,995000,3,Owned,18,Mumbai,Maharashtra,400001
C01919,38,M,Married,Self-Employed,1824000,4,Owned,15,Mumbai,Maharashtra,400001
C01920,35,M,Single,Salaried,294000,1,Rented,10,Bangalore,Karnataka,560001
C01921,20,M,Single,Self-Employed,3652000,0,Owned,13,Ahmedabad,Gujarat,380001
C01922,47,F,Married,Self-Employed,260000,3,Owned,8,Bangalore,Karnataka,560001
C01923,29,F,Married,Salaried,433000,2,Owned,6,Jaipur,Rajasthan,302001
C01924,42,F,Married,Self-Employed,7660000,3,Rented,12,Lucknow,Uttar Pradesh,226001
C01925,60,F,Married,Self-Employed,254000,3,Owned,27,Bangalore,Karnataka,560001
C01926,30,F,Married,Salaried,733000,3,Owned,2,Bangalore,Karnataka,560001
C01927,18,F,Single,Self-Employed,796000,0,Owned,25,Bangalore,Karnataka,560001
C01928,37,M,Single,Salaried,120000,1,Mortgage,13,Bangalore,Karnataka,560001
C01929,51,M,Married,Self-Employed,2054000,3,Mortgage,3,Kolkata,West Bengal,700001
C01930,59,F,Married,Self-Employed,2750000,3,Owned,17,Delhi,Delhi,110001
C01931,27,F,Single,Salaried,741000,1,Owned,29,Lucknow,Uttar Pradesh,226001
C01932,44,M,Single,Self-Employed,561000,1,Mortgage,23,Lucknow,Uttar Pradesh,226001
C01933,35,F,Single,Salaried,168000,0,Owned,7,Bangalore,Karnataka,560001
C01934,38,M,Married,Salaried,210000,4,Owned,15,Chennai,Tamil Nadu,600001
C01935,66,F,Married,Self-Employed,244000,3,Owned,10,Hyderabad,Telangana,500001
C01936,24,F,Single,Self-Employed,2354000,2,Owned,6,Hyderabad,Telangana,500001
C01937,42,F,Single,Salaried,859000,0,Owned,20,Chennai,Tamil Nadu,600001
C01938,44,M,Married,Self-Employed,898000,3,Rented,26,Pune,Maharashtra,411001
C01939,50,F,Single,Self-Employed,354000,0,Owned,16,Kolkata,West Bengal,700001
C01940,40,F,Single,Salaried,175000,0,Mortgage,21,Mumbai,Maharashtra,400001
C01941,43,F,Married,Self-Employed,196000,3,Mortgage,1,Kolkata,West Bengal,700001
C01942,36,M,Married,Self-Employed,3741000,2,Owned,29,Pune,Maharashtra,411001
C01943,42,M,Married,Self-Employed,2150000,2,Owned,5,Ahmedabad,Gujarat,380001
C01944,36,M,Married,Salaried,1531000,3,Mortgage,23,Ahmedabad,Gujarat,380001
C01945,46,M,Married,Self-Employed,9660000,3,Owned,27,Chennai,Tamil Nadu,600001
C01946,36,M,Single,Self-Employed,1045000,0,Rented,10,Delhi,Delhi,110001
C01947,43,M,Married,Salaried,3917000,3,Owned,30,Bangalore,Karnataka,560001
C01948,39,M,Single,Self-Employed,750000,0,Mortgage,15,Hyderabad,Telangana,500001
C01949,51,F,Married,Self-Employed,674000,5,Owned,21,Chennai,Tamil Nadu,600001
C01950,39,M,Married,Self-Employed,3343000,4,Mortgage,20,Mumbai,Maharashtra,400001
C01951,22,M,Single,Salaried,3029000,0,Rented,5,Mumbai,Maharashtra,400001
C01952,52,M,Single,Self-Employed,2327000,0,Owned,12,Bangalore,Karnataka,560001
C01953,30,F,Single,Self-Employed,713000,1,Owned,29,Hyderabad,Telangana,500001
C01954,33,M,Single,Self-Employed,2775000,0,Owned,19,Hyderabad,Telangana,500001
C01955,34,M,Married,Salaried,2957000,3,Mortgage,4,Pune,Maharashtra,411001
C01956,53,F,Single,Self-Employed,156000,0,Owned,11,Lucknow,Uttar Pradesh,226001
C01957,18,F,Single,Self-Employed,2665000,0,Rented,4,Kolkata,West Bengal,700001
C01958,70,M,Married,Self-Employed,3718000,2,Mortgage,30,Delhi,Delhi,110001
C01959,50,M,Married,Self-Employed,8361000,3,Owned,14,Bangalore,Karnataka,560001
C01960,42,M,Married,Self-Employed,483000,2,Rented,19,Ahmedabad,Gujarat,380001
C01961,39,M,Married,Salaried,1822000,3,Owned,10,Jaipur,Rajasthan,302001
C01962,42,M,Single,Self-Employed,1104000,0,Owned,30,Ahmedabad,Gujarat,380001
C01963,45,M,Single,Self-Employed,8016000,0,Mortgage,11,Chennai,Tamil Nadu,600001
C01964,46,M,Married,Self-Employed,2814000,2,Owned,22,Chennai,Tamil Nadu,600001
C01965,45,M,Married,Self-Employed,3332000,3,Mortgage,26,Bangalore,Karnataka,560001
C01966,40,F,Single,Self-Employed,813000,2,Mortgage,3,Pune,Maharashtra,411001
C01967,38,M,Single,Self-Employed,173000,0,Mortgage,14,Lucknow,Uttar Pradesh,226001
C01968,38,F,Single,Self-Employed,1429000,2,Mortgage,8,Chennai,Tamil Nadu,600001
C01969,38,F,Married,Self-Employed,322000,2,Rented,12,Mumbai,Maharashtra,400001
C01970,51,F,Single,Self-Employed,172000,1,Rented,18,Hyderabad,Telangana,500001
C01971,45,M,Married,Salaried,1028000,3,Mortgage,21,Pune,Maharashtra,411001
C01972,18,M,Single,Self-Employed,1834000,0,Owned,7,Jaipur,Rajasthan,302001
C01973,46,M,Married,Self-Employed,3810000,4,Owned,7,Mumbai,Maharashtra,400001
C01974,41,F,Married,Salaried,394000,2,Owned,2,Mumbai,Maharashtra,400001
C01975,39,M,Single,Self-Employed,2266000,1,Mortgage,1,Bangalore,Karnataka,560001
C01976,36,M,Married,Self-Employed,1268000,3,Mortgage,23,Ahmedabad,Gujarat,380001
C01977,51,M,Married,Self-Employed,1525000,4,Owned,21,Kolkata,West Bengal,700001
C01978,49,M,Married,Salaried,10849000,4,Mortgage,6,Chennai,Tamil Nadu,600001
C01979,32,F,Single,Salaried,3913000,0,Owned,16,Bangalore,Karnataka,560001
C01980,44,M,Single,Self-Employed,11911000,1,Owned,26,Chennai,Tamil Nadu,600001
C01981,30,F,Married,Self-Employed,8717000,4,Mortgage,3,Mumbai,Maharashtra,400001
C01982,26,M,Married,Salaried,5662000,3,Owned,20,Ahmedabad,Gujarat,380001
C01983,33,M,Married,Self-Employed,3305000,3,Owned,3,Kolkata,West Bengal,700001
C01984,48,M,Married,Salaried,986000,2,Owned,3,Bangalore,Karnataka,560001
C01985,49,F,Married,Self-Employed,114000,3,Owned,1,Chennai,Tamil Nadu,600001
C01986,45,F,Married,Self-Employed,1598000,3,Owned,9,Kolkata,West Bengal,700001
C01987,47,F,Single,Self-Employed,1687000,0,Owned,1,Hyderabad,Telangana,500001
C01988,45,M,Single,Self-Employed,5961000,0,Owned,15,Lucknow,Uttar Pradesh,226001
C01989,33,F,Single,Self-Employed,2151000,1,Rented,8,Chennai,Tamil Nadu,600001
C01990,44,M,Single,Salaried,683000,0,Owned,13,Bangalore,Karnataka,560001
C01991,48,M,Single,Self-Employed,771000,0,Mortgage,10,Jaipur,Rajasthan,302001
C01992,47,F,Married,Self-Employed,391000,5,Rented,7,Kolkata,West Bengal,700001
C01993,51,M,Married,Self-Employed,1919000,4,Mortgage,1,Mumbai,Maharashtra,400001
C01994,47,M,Married,Self-Employed,2793000,3,Rented,30,Pune,Maharashtra,411001
C01995,43,M,Married,Self-Employed,6853000,3,Owned,1,Delhi,Delhi,110001
C01996,50,F,Single,Self-Employed,3353000,0,Owned,28,Ahmedabad,Gujarat,380001
C01997,39,M,Married,Self-Employed,1314000,4,Owned,1,Chennai,Tamil Nadu,600001
C01998,31,M,Single,Self-Employed,2695000,0,Owned,16,Lucknow,Uttar Pradesh,226001
C01999,38,M,Single,Salaried,2663000,0,Rented,20,Mumbai,Maharashtra,400001
C02000,32,F,Single,Self-Employed,3105000,2,Mortgage,19,Pune,Maharashtra,411001
C02001,33,M,Single,Salaried,1068000,0,Owned,19,Hyderabad,Telangana,500001
C02002,38,F,Single,Self-Employed,3462000,1,Owned,27,Hyderabad,Telangana,500001
C02003,32,F,Married,Salaried,748000,2,Owned,7,Lucknow,Uttar Pradesh,226001
C02004,36,M,Single,Salaried,8770000,1,Owned,14,Mumbai,Maharashtra,400001
C02005,21,M,Married,Self-Employed,5940000,3,Rented,15,Chennai,Tamil Nadu,600001
C02006,42,M,Married,Salaried,2447000,3,Rented,28,Kolkata,West Bengal,700001
C02007,40,F,Married,Self-Employed,710000,3,Owned,29,Kolkata,West Bengal,700001
C02008,31,M,Single,Self-Employed,101000,2,Owned,15,Ahmedabad,Gujarat,380001
C02009,46,M,Married,Self-Employed,3844000,4,Owned,21,Bangalore,Karnataka,560001
C02010,49,F,Married,Self-Employed,1123000,5,Mortgage,16,Chennai,Tamil Nadu,600001
C02011,23,M,Single,Self-Employed,9511000,0,Rented,27,Delhi,Delhi,110001
C02012,32,M,Single,Salaried,804000,1,Owned,13,Bangalore,Karnataka,560001
C02013,32,F,Single,Salaried,106000,0,Owned,29,Hyderabad,Telangana,500001
C02014,30,F,Married,Self-Employed,3928000,4,Owned,7,Hyderabad,Telangana,500001
C02015,48,M,Married,Self-Employed,1242000,2,Rented,15,Mumbai,Maharashtra,400001
C02016,38,F,Single,Salaried,3639000,0,Owned,9,Hyderabad,Telangana,500001
C02017,37,M,Single,Salaried,2045000,1,Owned,15,Kolkata,West Bengal,700001
C02018,19,M,Married,Self-Employed,433000,3,Owned,18,Jaipur,Rajasthan,302001
C02019,46,F,Single,Self-Employed,3330000,0,Owned,30,Chennai,Tamil Nadu,600001
C02020,27,M,Single,Self-Employed,373000,1,Owned,20,Pune,Maharashtra,411001
C02021,40,M,Married,Self-Employed,6134000,4,Owned,18,Hyderabad,Telangana,500001
C02022,42,M,Married,Salaried,1842000,5,Mortgage,23,Chennai,Tamil Nadu,600001
C02023,53,F,Single,Self-Employed,3148000,1,Owned,20,Delhi,Delhi,110001
C02024,26,M,Married,Self-Employed,3938000,3,Rented,7,Delhi,Delhi,110001
C02025,18,M,Single,Self-Employed,614000,0,Owned,15,Delhi,Delhi,110001
C02026,41,M,Single,Salaried,3409000,1,Owned,19,Lucknow,Uttar Pradesh,226001
C02027,58,F,Married,Self-Employed,3892000,2,Mortgage,26,Jaipur,Rajasthan,302001
C02028,52,M,Married,Self-Employed,913000,5,Owned,13,Chennai,Tamil Nadu,600001
C02029,42,M,Married,Salaried,2214000,3,Mortgage,23,Ahmedabad,Gujarat,380001
C02030,35,M,Married,Self-Employed,4570000,3,Owned,15,Lucknow,Uttar Pradesh,226001
C02031,48,M,Married,Salaried,1029000,4,Owned,20,Delhi,Delhi,110001
C02032,30,F,Married,Salaried,736000,3,Mortgage,11,Ahmedabad,Gujarat,380001
C02033,44,F,Single,Self-Employed,4109000,0,Mortgage,2,Bangalore,Karnataka,560001
C02034,45,M,Married,Self-Employed,7800000,4,Rented,8,Hyderabad,Telangana,500001
C02035,50,M,Married,Self-Employed,3115000,3,Owned,8,Bangalore,Karnataka,560001
C02036,67,M,Married,Self-Employed,1249000,4,Rented,8,Ahmedabad,Gujarat,380001
C02037,43,M,Married,Salaried,2373000,2,Rented,8,Kolkata,West Bengal,700001
C02038,34,M,Single,Self-Employed,4837000,0,Owned,12,Hyderabad,Telangana,500001
C02039,39,F,Single,Self-Employed,3602000,0,Mortgage,14,Bangalore,Karnataka,560001
C02040,22,M,Married,Self-Employed,2895000,4,Owned,14,Hyderabad,Telangana,500001
C02041,33,F,Single,Salaried,568000,0,Rented,31,Jaipur,Rajasthan,302001
C02042,35,M,Single,Salaried,1927000,0,Owned,14,Mumbai,Maharashtra,400001
C02043,34,M,Married,Salaried,3709000,3,Owned,3,Kolkata,West Bengal,700001
C02044,41,F,Married,Self-Employed,989000,5,Rented,21,Jaipur,Rajasthan,302001
C02045,31,M,Single,Salaried,2652000,0,Owned,8,Ahmedabad,Gujarat,380001
C02046,51,F,Married,Self-Employed,2758000,4,Owned,3,Lucknow,Uttar Pradesh,226001
C02047,40,M,Single,Self-Employed,3851000,0,Mortgage,10,Pune,Maharashtra,411001
C02048,39,F,Married,Self-Employed,797000,2,Owned,23,Chennai,Tamil Nadu,600001
C02049,36,M,Married,Self-Employed,405000,3,Mortgage,21,Chennai,Tamil Nadu,600001
C02050,41,M,Married,Self-Employed,8315000,3,Owned,21,Ahmedabad,Gujarat,380001
C02051,48,M,Married,Self-Employed,1523000,3,Mortgage,6,Delhi,Delhi,110001
C02052,31,F,Single,Self-Employed,2478000,1,Mortgage,11,Kolkata,West Bengal,700001
C02053,33,F,Married,Salaried,1906000,3,Rented,20,Lucknow,Uttar Pradesh,226001
C02054,36,F,Married,Salaried,8590000,2,Owned,24,Kolkata,West Bengal,700001
C02055,26,F,Single,Salaried,430000,0,Rented,1,Jaipur,Rajasthan,302001
