cust_id,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C14977,2,0,46,1,7,5,90
C14978,4,2,129,7,34,5,72
C14979,4,0,136,12,54,6,38
C14980,4,0,152,0,0,7,87
C14981,3,2,61,10,48,5,37
C14982,4,0,105,8,41,5,53
C14983,1,1,29,22,114,3,97
C14984,1,1,31,0,0,5,66
C14985,3,2,47,11,74,6,9
C14986,2,2,22,17,98,7,37
C14987,2,1,23,7,28,4,62
C14988,2,0,82,0,0,7,58
C14989,2,1,54,4,21,6,91
C14990,3,1,104,0,0,6,25
C14991,4,2,92,10,51,5,16
C14992,1,2,37,0,0,1,24
C14993,2,0,67,0,0,4,11
C14994,3,0,106,12,94,7,12
C14995,3,0,64,16,92,7,37
C14996,4,0,104,0,0,4,72
C14997,4,1,79,0,0,7,70
C14998,2,2,88,9,49,2,72
C14999,1,1,29,0,0,6,25
C15000,2,2,43,2,15,5,42
C15001,3,1,89,7,46,6,16
C15002,2,2,58,0,0,4,92
C15003,3,1,41,0,0,7,60
C15004,1,1,23,0,0,3,56
C15005,4,2,122,12,67,6,2
C15006,1,2,26,0,0,2,52
C15007,4,1,168,11,47,8,90
C15008,2,2,90,0,0,3,16
C15009,1,0,27,8,38,6,27
C15010,1,1,19,13,77,2,51
C15011,2,1,37,2,2,2,14
C15012,3,2,71,6,36,8,86
C15013,4,2,123,0,0,4,7
C15014,3,2,133,9,51,4,80
C15015,2,0,40,1,4,4,5
C15016,3,1,104,6,33,3,89
C15017,1,1,28,0,0,6,17
C15018,3,0,85,0,0,8,34
C15019,2,1,63,4,17,4,3
C15020,2,2,46,0,0,5,80
C15021,4,1,136,0,0,6,16
C15022,2,2,49,12,54,2,68
C15023,3,0,113,0,0,3,76
C15024,1,0,59,0,0,1,26
C15025,1,0,57,4,26,5,5
C15026,1,0,6,4,28,2,28
C15027,1,0,59,0,0,1,22
C15028,2,1,33,21,109,4,14
C15029,3,2,116,0,0,4,23
C15030,2,1,13,8,41,2,12
C15031,3,2,56,0,0,8,95
C15032,3,1,81,0,0,5,2
C15033,2,0,62,0,0,5,85
C15034,1,2,41,5,28,6,54
C15035,3,1,127,14,83,6,93
C15036,4,0,140,0,0,8,95
C15037,2,0,60,0,0,2,12
C15038,3,0,123,0,0,7,2
C15039,3,2,103,4,27,3,82
C15040,2,1,61,7,38,5,21
C15041,3,2,100,8,32,8,57
C15042,1,0,58,9,56,3,77
C15043,1,1,32,11,64,5,71
C15044,3,1,134,7,47,8,4
C15045,1,2,28,16,94,6,8
C15046,2,2,54,0,0,7,35
C15047,3,1,99,10,54,5,48
C15048,1,0,7,0,0,4,15
C15049,4,2,131,0,0,4,26
C15050,1,1,14,6,33,3,0
C15051,2,1,97,0,0,4,52
C15052,4,1,93,11,59,5,76
C15053,3,1,113,12,69,4,54
C15054,1,1,15,7,40,4,13
C15055,3,2,96,8,32,6,91
C15056,4,1,131,0,0,7,14
C15057,4,2,155,0,0,5,90
C15058,2,1,76,15,92,2,29
C15059,3,1,117,0,0,4,62
C15060,3,1,88,0,0,5,92
C15061,1,2,33,22,128,1,96
C15062,3,2,128,0,0,8,83
C15063,1,2,31,11,66,3,27
C15064,1,2,25,5,41,6,61
C15065,2,1,69,7,41,4,62
C15066,3,0,117,9,48,6,75
C15067,1,1,29,12,63,1,29
C15068,2,0,96,0,0,5,96
C15069,1,2,47,0,0,5,50
C15070,3,1,124,24,126,6,42
C15071,3,2,107,1,3,6,86
C15072,4,1,123,2,15,4,4
C15073,4,1,114,0,0,5,56
C15074,3,1,105,12,55,6,84
C15075,2,2,68,0,0,6,12
C15076,1,1,3,1,10,5,36
C15077,2,2,82,18,105,4,26
C15078,3,1,98,3,13,7,38
C15079,1,2,7,4,29,1,29
C15080,1,0,32,0,0,4,65
C15081,2,1,55,9,51,3,79
C15082,1,1,60,0,0,4,52
C15083,2,0,52,0,0,4,69
C15084,3,1,91,20,128,7,21
C15085,4,0,53,12,79,9,20
C15086,2,2,39,6,37,3,58
C15087,3,2,49,0,0,5,95
C15088,1,1,7,0,0,5,91
C15089,3,0,82,1,1,7,11
C15090,3,2,83,6,26,6,28
C15091,2,2,63,0,0,6,58
C15092,3,1,98,0,0,8,21
C15093,4,2,105,3,17,4,51
C15094,1,0,36,6,43,1,2
C15095,4,2,135,9,53,6,72
C15096,1,1,38,19,96,1,41
C15097,1,2,15,6,35,2,19
C15098,1,2,47,11,48,3,38
C15099,4,0,86,10,61,9,97
C15100,1,2,43,0,0,5,22
C15101,3,0,84,22,92,5,51
C15102,2,0,82,0,0,2,8
C15103,2,2,89,10,77,2,8
C15104,2,1,35,2,12,2,8
C15105,1,1,9,0,0,4,62
C15106,3,2,52,19,109,4,93
C15107,4,0,133,0,0,4,15
C15108,1,2,23,1,1,5,53
C15109,3,1,161,14,81,8,20
C15110,1,2,33,16,77,3,47
C15111,3,1,62,0,0,7,25
C15112,1,0,1,0,0,1,70
C15113,2,0,83,0,0,6,85
C15114,1,1,29,0,0,5,53
C15115,3,1,133,7,44,3,69
C15116,2,2,62,3,19,3,80
C15117,4,0,71,0,0,8,30
C15118,3,0,155,3,17,7,18
C15119,1,2,46,0,0,6,70
C15120,1,1,3,2,11,2,18
C15121,3,2,71,0,0,7,6
C15122,1,0,58,11,40,5,48
C15123,2,0,100,1,4,2,25
C15124,3,0,86,0,0,8,10
C15125,1,1,3,3,26,3,28
C15126,4,1,126,0,0,8,75
C15127,1,2,26,8,29,2,93
C15128,2,1,96,0,0,4,22
C15129,4,1,135,0,0,6,32
C15130,4,0,133,0,0,4,2
C15131,1,1,32,0,0,4,9
C15132,2,1,89,0,0,2,40
C15133,1,2,4,0,0,2,7
C15134,2,1,71,0,0,5,66
C15135,4,1,122,0,0,4,40
C15136,4,1,151,2,10,7,8
C15137,1,0,30,5,29,5,73
C15138,2,0,78,0,0,3,20
C15139,3,1,42,0,0,6,46
C15140,1,2,40,1,6,6,5
C15141,3,0,52,10,55,3,1
C15142,4,2,140,1,9,4,74
C15143,1,1,21,6,27,2,86
C15144,3,1,78,0,0,6,85
C15145,3,1,141,9,36,7,14
C15146,4,2,133,5,21,5,23
C15147,2,2,76,19,94,6,22
C15148,3,0,104,0,0,6,72
C15149,1,0,13,11,49,2,1
C15150,2,2,118,10,64,7,4
C15151,2,2,64,0,0,2,36
C15152,3,0,80,23,104,7,9
C15153,4,1,117,3,11,5,71
C15154,3,2,150,12,62,7,74
C15155,1,2,55,11,65,6,53
C15156,3,0,47,0,0,8,69
C15157,3,1,51,10,54,7,80
C15158,1,2,29,10,35,4,88
C15159,1,1,19,0,0,4,87
C15160,2,1,71,7,35,2,48
C15161,2,0,92,2,11,5,20
C15162,4,1,156,2,9,6,14
C15163,3,1,163,0,0,3,75
C15164,3,0,100,6,21,6,98
C15165,1,2,41,9,52,1,86
C15166,3,0,78,0,0,3,6
C15167,2,2,56,0,0,5,24
C15168,3,1,71,2,9,3,99
C15169,2,1,77,0,0,6,8
C15170,4,1,150,9,64,7,29
C15171,2,2,23,0,0,7,22
C15172,3,0,80,10,54,5,12
C15173,4,1,127,0,0,4,74
C15174,3,2,81,0,0,7,92
C15175,1,0,14,2,11,1,27
C15176,2,0,80,3,22,4,11
C15177,4,2,58,0,0,8,43
C15178,3,2,102,5,36,7,10
C15179,2,0,86,0,0,7,94
C15180,3,2,83,6,34,6,79
C15181,1,2,17,0,0,3,99
C15182,2,0,98,4,28,6,65
C15183,4,1,142,0,0,9,99
C15184,2,1,53,0,0,4,49
C15185,4,0,66,0,0,8,36
C15186,4,1,113,0,0,4,98
C15187,2,0,51,10,48,3,41
C15188,3,1,128,0,0,7,8
C15189,1,0,58,3,17,1,48
C15190,3,1,90,0,0,8,46
C15191,3,2,97,0,0,6,96
C15192,4,0,118,0,0,8,94
C15193,2,0,57,10,52,6,62
C15194,3,0,87,0,0,4,30
C15195,3,1,115,0,0,8,27
C15196,4,1,138,0,0,8,26
C15197,1,1,56,17,90,1,66
C15198,4,2,129,0,0,5,88
C15199,2,2,52,0,0,4,27
C15200,2,1,61,3,26,7,14
C15201,3,0,108,0,0,7,30
C15202,1,2,22,0,0,1,78
C15203,2,2,59,0,0,2,40
C15204,3,2,108,8,55,3,92
C15205,4,1,50,10,69,4,43
C15206,3,1,132,4,24,4,40
C15207,2,2,33,6,51,4,95
C15208,3,1,60,17,103,7,86
C15209,3,1,145,2,13,3,84
C15210,4,0,132,0,0,9,38
C15211,4,2,83,0,0,7,11
C15212,3,2,50,0,0,4,59
C15213,2,2,46,0,0,4,19
C15214,2,0,76,0,0,7,23
C15215,3,1,64,4,27,8,74
C15216,2,1,103,0,0,4,57
C15217,4,1,152,0,0,6,23
C15218,4,1,80,0,0,7,11
C15219,2,1,22,10,53,5,0
C15220,4,1,111,0,0,7,24
C15221,4,1,138,6,22,5,75
C15222,1,2,45,3,19,2,6
C15223,2,0,29,6,28,2,59
C15224,1,2,20,0,0,3,2
C15225,1,1,56,0,0,4,25
C15226,4,2,149,0,0,6,14
C15227,4,1,80,9,53,4,16
C15228,3,1,124,0,0,3,17
C15229,3,0,76,6,23,3,17
C15230,1,1,27,0,0,5,73
C15231,1,1,49,10,55,6,28
C15232,2,1,102,0,0,5,73
C15233,1,1,33,4,30,3,47
C15234,1,1,14,8,48,5,33
C15235,1,2,60,6,27,2,94
C15236,3,2,139,11,66,5,52
C15237,2,1,78,8,45,6,23
C15238,4,0,98,0,0,9,43
C15239,2,0,39,4,29,6,81
C15240,2,0,113,0,0,7,10
C15241,3,2,91,6,34,4,6
C15242,2,2,54,2,11,5,70
C15243,2,2,55,5,23,5,70
C15244,1,2,59,21,134,3,11
C15245,3,2,40,1,5,3,54
C15246,2,0,60,10,51,5,15
C15247,3,1,86,3,19,3,23
C15248,3,1,69,6,30,4,59
C15249,4,1,97,12,65,8,40
C15250,2,2,107,0,0,6,85
C15251,1,2,48,1,6,1,60
C15252,2,1,72,0,0,4,57
C15253,1,0,7,5,21,4,15
C15254,4,1,182,0,0,6,60
C15255,2,0,50,6,36,3,13
C15256,3,0,83,23,123,8,52
C15257,1,2,38,2,8,6,46
C15258,4,2,141,0,0,6,13
C15259,1,0,47,0,0,3,4
C15260,3,2,125,5,33,3,11
C15261,1,1,21,0,0,3,70
C15262,1,1,34,5,22,6,47
C15263,4,2,206,23,148,4,71
C15264,3,2,115,0,0,7,14
C15265,4,2,128,0,0,6,23
C15266,2,2,62,0,0,3,16
C15267,1,0,36,0,0,1,14
C15268,1,2,46,2,7,1,23
C15269,2,0,47,0,0,6,8
C15270,4,2,120,2,12,9,80
C15271,3,0,82,6,25,3,4
C15272,3,1,70,0,0,8,93
C15273,2,2,68,10,58,4,18
C15274,2,1,60,19,121,3,12
C15275,3,1,84,0,0,4,89
C15276,1,1,25,4,26,1,53
C15277,1,0,23,0,0,3,45
C15278,3,2,74,0,0,6,23
C15279,4,0,129,0,0,5,25
C15280,2,0,60,1,10,7,32
C15281,3,0,102,0,0,4,26
C15282,3,1,122,0,0,6,67
C15283,2,1,74,6,36,6,0
C15284,1,2,58,10,70,4,71
C15285,1,2,3,1,4,1,92
C15286,4,0,42,0,0,4,41
C15287,1,1,34,0,0,1,24
C15288,1,0,46,0,0,5,52
C15289,1,2,26,0,0,3,11
C15290,1,1,33,0,0,1,55
C15291,1,0,54,0,0,3,21
C15292,3,2,138,8,55,5,21
C15293,3,2,51,8,35,3,54
C15294,2,2,72,12,62,2,13
C15295,3,2,113,6,52,7,85
C15296,2,1,78,12,67,4,4
C15297,4,0,106,2,9,5,95
C15298,2,1,92,0,0,7,85
C15299,4,2,92,0,0,4,16
C15300,1,2,1,1,3,6,50
C15301,1,2,31,0,0,2,32
C15302,4,2,49,15,98,4,37
C15303,4,0,122,6,33,5,92
C15304,1,0,41,12,76,6,5
C15305,3,1,115,10,53,4,33
C15306,4,1,175,0,0,6,25
C15307,4,0,127,0,0,7,27
C15308,4,2,94,14,71,4,5
C15309,3,1,104,5,29,6,67
C15310,4,1,163,0,0,5,24
C15311,3,0,123,3,18,6,1
C15312,4,2,47,4,13,5,13
C15313,1,2,54,1,8,1,41
C15314,4,2,144,2,12,9,63
C15315,1,2,19,1,1,6,31
C15316,4,2,146,10,58,5,85
C15317,3,1,158,0,0,3,15
C15318,1,0,58,4,18,3,90
C15319,4,2,67,5,22,4,60
C15320,1,0,50,14,76,1,43
C15321,4,0,159,9,60,5,68
C15322,1,1,41,0,0,2,53
C15323,1,0,50,10,52,2,0
C15324,3,0,36,0,0,3,79
C15325,4,2,113,16,95,6,16
C15326,2,0,85,4,18,3,49
C15327,3,1,97,10,57,4,15
C15328,3,1,25,4,15,3,19
C15329,3,1,146,24,146,4,46
C15330,4,1,168,0,0,5,88
C15331,2,2,48,0,0,7,84
C15332,4,1,133,0,0,9,13
C15333,4,1,78,6,29,7,94
C15334,3,1,105,7,45,6,71
C15335,3,0,25,0,0,5,0
C15336,4,2,86,5,33,8,18
C15337,3,2,120,6,31,8,19
C15338,1,0,20,0,0,2,53
C15339,3,0,116,0,0,6,34
C15340,3,0,144,10,51,6,25
C15341,4,0,124,10,59,7,27
C15342,2,1,36,20,101,6,53
C15343,2,2,73,1,3,6,84
C15344,2,2,28,18,106,2,40
C15345,3,1,83,1,6,7,22
C15346,2,0,17,9,42,3,29
C15347,2,1,62,0,0,4,78
C15348,3,0,115,0,0,5,13
C15349,1,2,42,0,0,1,89
C15350,1,0,12,0,0,4,78
C15351,2,1,94,8,44,4,95
C15352,4,1,132,0,0,7,51
C15353,4,1,157,0,0,5,57
C15354,1,0,18,0,0,3,11
C15355,4,2,87,0,0,7,11
C15356,3,0,121,7,42,5,91
C15357,2,0,77,14,85,6,80
C15358,1,1,7,2,16,1,9
C15359,1,0,50,22,105,4,7
C15360,3,1,79,16,82,7,9
C15361,3,2,108,11,78,5,87
C15362,2,0,80,12,60,7,7
C15363,3,0,102,1,4,6,33
C15364,1,2,10,0,0,3,26
C15365,4,1,169,0,0,4,56
C15366,3,0,91,8,44,3,72
C15367,4,1,98,6,22,9,19
C15368,4,1,100,6,25,5,67
C15369,4,0,181,0,0,6,1
C15370,2,1,11,0,0,2,68
C15371,4,1,144,10,74,6,32
C15372,2,2,57,0,0,7,47
C15373,4,1,84,0,0,5,77
C15374,1,1,47,4,28,5,90
C15375,1,0,40,12,77,1,2
C15376,1,2,37,0,0,2,51
C15377,1,0,34,0,0,4,3
C15378,3,0,108,11,54,4,71
C15379,1,0,19,3,11,2,2
C15380,1,1,54,22,118,5,29
C15381,1,0,9,3,18,4,61
C15382,2,1,78,3,13,2,52
C15383,1,1,27,17,112,1,35
C15384,4,1,145,0,0,9,51
C15385,1,2,45,1,9,1,32
C15386,1,2,21,6,32,1,10
C15387,1,0,42,8,62,6,5
C15388,3,1,105,5,30,6,67
C15389,2,0,119,1,4,2,24
C15390,2,0,88,21,138,6,77
C15391,4,2,113,7,40,6,52
C15392,3,0,142,10,56,8,96
C15393,1,0,11,7,30,1,6
C15394,4,1,110,0,0,4,45
C15395,4,2,74,0,0,4,2
C15396,3,2,134,10,49,4,97
C15397,4,2,141,0,0,5,47
C15398,2,0,83,0,0,6,93
C15399,3,1,98,18,120,5,50
C15400,3,2,85,3,19,5,1
C15401,4,2,115,5,25,7,72
C15402,4,0,163,4,22,5,39
C15403,4,1,145,18,93,9,4
C15404,2,1,104,12,66,7,19
C15405,4,0,168,17,84,9,26
C15406,1,1,13,5,28,3,22
C15407,3,2,78,0,0,3,22
C15408,3,2,70,0,0,5,63
C15409,2,1,53,0,0,5,77
C15410,4,0,196,4,18,9,60
C15411,1,1,16,8,50,2,48
C15412,3,1,106,4,24,4,22
C15413,4,1,164,9,56,5,45
C15414,4,1,152,11,35,6,13
C15415,4,2,187,14,66,7,3
C15416,1,1,22,0,0,2,71
C15417,1,1,49,7,36,6,26
C15418,4,0,100,0,0,4,74
C15419,4,0,87,7,34,6,2
C15420,2,0,26,0,0,2,63
C15421,4,1,117,0,0,7,34
C15422,1,1,45,5,34,3,40
C15423,4,2,102,1,6,4,21
C15424,2,2,38,0,0,4,16
C15425,3,0,151,22,106,7,55
C15426,2,2,54,12,59,6,58
C15427,1,2,42,8,48,6,4
C15428,4,0,198,9,46,9,19
C15429,3,1,165,0,0,8,90
C15430,2,2,41,1,4,4,92
C15431,3,1,40,0,0,6,28
C15432,3,1,101,2,19,6,81
C15433,2,1,48,11,70,7,69
C15434,3,2,160,6,41,5,62
C15435,1,0,2,0,0,4,8
C15436,2,2,47,0,0,6,91
C15437,4,1,166,17,98,6,48
C15438,4,0,132,4,21,4,73
C15439,3,0,72,3,17,3,36
C15440,2,0,19,0,0,6,43
C15441,4,2,100,4,19,8,68
C15442,2,2,78,1,8,2,58
C15443,3,0,90,0,0,7,99
C15444,4,2,161,0,0,9,28
C15445,2,0,62,1,2,4,47
C15446,3,0,76,1,8,4,36
C15447,1,2,12,0,0,4,33
C15448,4,1,123,6,41,4,64
C15449,4,2,57,12,57,5,6
C15450,4,2,166,17,73,6,17
C15451,3,0,107,0,0,4,75
C15452,3,2,96,3,13,8,31
C15453,3,2,49,4,21,6,89
C15454,2,0,95,0,0,2,12
C15455,3,1,46,7,48,7,96
C15456,1,0,50,9,51,1,11
C15457,3,0,77,17,95,4,29
C15458,2,1,103,11,82,2,15
C15459,3,2,65,7,42,3,31
C15460,2,2,109,0,0,3,1
C15461,4,0,175,11,57,6,50
C15462,4,0,105,6,33,9,10
C15463,4,0,196,11,59,4,42
C15464,2,0,93,8,41,6,61
C15465,4,2,201,2,10,4,28
C15466,4,1,120,19,107,8,72
C15467,3,2,55,0,0,8,29
C15468,3,1,54,0,0,8,30
C15469,2,0,49,12,63,3,60
C15470,4,2,164,9,53,9,19
C15471,3,2,63,8,54,8,9
C15472,4,1,191,11,69,9,7
C15473,1,2,7,1,4,1,88
C15474,4,1,90,4,18,5,48
C15475,4,2,180,10,76,6,39
C15476,2,1,8,2,18,4,32
C15477,4,1,95,1,3,4,83
C15478,2,2,106,17,96,2,0
C15479,1,0,3,0,0,6,78
C15480,1,1,51,1,8,4,85
C15481,3,1,69,5,27,5,34
C15482,1,2,41,0,0,1,25
C15483,4,1,84,0,0,9,32
C15484,3,0,92,5,33,7,87
C15485,1,0,23,11,75,6,19
C15486,3,1,163,12,66,8,12
C15487,2,2,44,3,15,3,75
C15488,2,0,72,6,39,7,95
C15489,3,2,57,0,0,3,15
C15490,3,2,92,2,17,6,55
C15491,4,2,108,0,0,6,76
C15492,4,2,153,0,0,9,9
C15493,1,0,9,0,0,2,75
C15494,2,2,57,1,4,2,38
C15495,3,2,91,0,0,3,69
C15496,4,1,108,3,9,9,36
C15497,3,0,83,10,49,7,57
C15498,1,1,40,7,44,1,9
C15499,3,2,93,0,0,4,57
C15500,1,1,39,0,0,6,27
C15501,4,0,90,0,0,7,5
C15502,3,0,38,3,8,8,48
C15503,2,0,63,8,57,2,22
C15504,4,0,132,0,0,5,25
C15505,1,2,1,1,9,2,9
C15506,3,0,65,8,50,4,81
C15507,4,1,74,3,20,9,38
C15508,2,0,82,0,0,6,25
C15509,3,2,143,4,19,8,60
C15510,1,1,7,0,0,5,38
C15511,2,1,49,0,0,6,37
C15512,2,0,89,0,0,3,19
C15513,4,0,129,7,43,7,35
C15514,3,1,115,2,16,4,90
C15515,4,0,125,0,0,5,32
C15516,1,2,53,10,47,6,28
C15517,2,1,35,2,14,7,73
C15518,2,2,81,0,0,7,87
C15519,4,1,108,0,0,5,94
C15520,3,0,101,11,59,3,44
C15521,4,0,182,0,0,7,13
C15522,4,1,69,0,0,4,94
C15523,1,1,27,22,122,6,29
C15524,4,0,44,7,35,5,69
C15525,2,1,42,7,52,4,98
C15526,4,0,135,0,0,4,9
C15527,1,0,45,9,45,2,24
C15528,1,2,29,17,82,5,98
C15529,2,2,62,4,21,6,39
C15530,4,1,60,4,29,9,45
C15531,4,1,124,1,8,8,25
C15532,4,0,83,0,0,4,14
C15533,4,0,155,0,0,6,13
C15534,4,0,90,3,19,9,39
C15535,2,1,43,0,0,7,96
C15536,3,2,55,0,0,5,22
C15537,2,2,68,0,0,7,64
C15538,3,1,69,0,0,6,23
C15539,3,0,139,7,34,5,51
C15540,3,1,132,0,0,3,12
C15541,3,2,50,23,123,8,20
C15542,1,1,41,15,101,4,55
C15543,4,0,88,11,64,5,5
C15544,2,1,65,21,107,7,76
C15545,2,0,64,12,68,5,59
C15546,4,2,104,6,34,6,35
C15547,4,2,144,0,0,5,44
C15548,3,2,86,7,20,7,95
C15549,3,0,71,9,70,4,22
C15550,4,1,137,6,39,5,84
C15551,2,0,71,5,29,2,17
C15552,1,0,11,0,0,6,70
C15553,1,1,53,0,0,1,53
C15554,2,2,27,0,0,3,13
C15555,2,2,80,10,69,6,77
C15556,4,2,189,10,54,9,25
C15557,2,1,76,0,0,4,92
C15558,4,1,106,12,56,7,2
C15559,2,2,45,0,0,7,17
C15560,1,2,12,3,12,5,14
C15561,3,0,88,1,7,7,84
C15562,3,2,101,5,19,8,24
C15563,4,1,146,0,0,7,81
C15564,3,1,126,0,0,4,1
C15565,1,1,35,0,0,1,31
C15566,3,1,101,15,88,6,18
C15567,4,2,151,17,97,9,28
C15568,4,1,111,10,46,6,63
C15569,4,0,122,9,55,4,9
C15570,3,2,165,1,3,8,86
C15571,4,0,174,0,0,8,8
C15572,2,1,108,15,60,6,10
C15573,4,2,141,17,99,6,19
C15574,3,0,75,12,88,5,31
C15575,1,0,40,0,0,3,17
C15576,3,1,66,13,77,6,22
C15577,3,1,78,4,25,4,67
C15578,2,1,60,3,13,6,15
C15579,2,1,110,0,0,2,26
C15580,4,1,95,7,44,9,42
C15581,4,2,181,1,10,4,6
C15582,3,2,119,3,17,6,32
C15583,1,2,17,2,5,4,53
C15584,4,1,172,0,0,5,15
C15585,4,2,166,5,33,9,46
C15586,3,1,151,12,65,7,89
C15587,1,0,21,0,0,3,77
C15588,3,1,102,12,65,5,77
C15589,2,2,81,3,20,6,80
C15590,3,0,133,3,16,3,56
C15591,2,0,63,0,0,5,64
C15592,1,2,28,0,0,3,23
C15593,2,2,32,10,50,3,58
C15594,2,2,45,0,0,3,26
C15595,4,2,116,0,0,6,27
C15596,1,0,20,3,26,5,13
C15597,1,1,35,9,50,6,44
C15598,4,0,73,4,25,7,86
C15599,4,0,114,11,65,8,5
C15600,3,2,97,12,66,6,80
C15601,1,0,7,0,0,3,32
C15602,3,0,123,0,0,7,46
C15603,1,1,1,1,9,5,3
C15604,1,2,14,0,0,3,7
C15605,3,2,129,20,94,4,17
C15606,3,0,64,0,0,3,38
C15607,4,2,72,1,7,9,49
C15608,3,1,114,11,54,8,67
C15609,1,0,51,0,0,2,58
C15610,2,2,39,10,56,7,15
C15611,3,1,88,0,0,3,45
C15612,4,0,28,4,29,8,1
C15613,3,2,46,7,41,5,20
C15614,2,2,72,0,0,7,68
C15615,4,1,149,11,61,9,11
C15616,1,2,6,0,0,3,24
C15617,4,2,34,4,19,8,90
C15618,4,2,39,6,35,7,95
C15619,3,2,110,7,28,5,71
C15620,3,0,50,6,35,3,93
C15621,1,2,46,11,68,1,81
C15622,3,1,52,12,79,7,95
C15623,3,2,85,0,0,3,88
C15624,2,2,60,2,15,3,53
C15625,3,2,92,0,0,5,17
C15626,1,1,17,15,92,5,66
C15627,4,1,120,1,2,5,37
C15628,4,1,168,9,45,7,13
C15629,3,0,112,4,16,4,13
C15630,4,1,135,4,22,6,50
C15631,2,2,47,6,29,4,25
C15632,1,0,54,0,0,6,41
C15633,1,0,60,7,50,5,46
C15634,4,1,148,9,71,4,24
C15635,3,2,84,0,0,6,41
C15636,1,1,59,12,67,6,52
C15637,1,1,57,0,0,2,69
C15638,1,2,6,2,5,3,1
C15639,4,2,157,9,39,4,16
C15640,1,0,45,0,0,3,99
C15641,2,1,24,0,0,5,19
C15642,2,1,23,2,6,5,16
C15643,2,0,109,7,39,7,44
C15644,2,1,38,0,0,5,19
C15645,2,2,41,0,0,4,70
C15646,1,2,54,0,0,2,94
C15647,1,1,3,3,11,3,10
C15648,1,0,22,1,6,4,34
C15649,2,0,36,22,131,7,99
C15650,2,0,56,6,43,5,38
C15651,3,1,44,17,98,5,5
C15652,1,1,1,1,3,1,28
C15653,2,2,43,22,136,7,16
C15654,4,1,86,11,55,8,31
C15655,4,1,144,12,66,8,29
C15656,3,1,86,2,17,5,92
C15657,3,2,30,0,0,6,49
C15658,1,1,39,4,30,6,2
C15659,1,1,33,1,8,2,61
C15660,3,0,122,0,0,4,45
C15661,4,2,150,7,31,6,6
C15662,2,2,88,0,0,4,71
C15663,1,2,49,7,37,2,26
C15664,2,1,60,9,49,5,64
C15665,2,0,94,0,0,5,1
C15666,1,1,14,0,0,3,51
C15667,3,2,54,0,0,6,0
C15668,1,2,21,10,56,4,99
C15669,1,1,11,5,28,4,12
C15670,3,1,115,0,0,6,36
C15671,4,2,30,0,0,7,7
C15672,1,2,9,5,28,1,45
C15673,1,0,13,10,63,3,20
C15674,3,2,121,0,0,5,48
C15675,3,1,85,14,76,4,10
C15676,3,0,135,6,36,8,71
C15677,2,2,30,4,26,6,32
C15678,3,1,72,9,52,6,54
C15679,4,2,131,10,39,4,9
C15680,1,0,6,4,25,1,34
C15681,2,2,92,0,0,6,88
C15682,3,0,124,0,0,8,37
C15683,2,2,40,0,0,6,87
C15684,3,2,96,0,0,3,99
C15685,2,1,70,0,0,2,83
C15686,3,0,67,0,0,8,24
C15687,2,2,34,0,0,4,42
C15688,2,2,93,0,0,2,90
C15689,1,2,14,0,0,3,88
C15690,2,2,42,7,41,6,24
C15691,1,0,25,0,0,5,24
C15692,1,1,56,11,64,6,13
C15693,2,0,108,1,6,4,15
C15694,3,2,126,0,0,3,42
C15695,3,0,76,12,80,7,57
C15696,1,1,54,7,44,4,63
C15697,4,1,94,0,0,8,13
C15698,1,2,38,1,7,1,29
C15699,1,2,59,0,0,4,2
C15700,3,2,55,7,41,3,10
C15701,3,2,118,11,73,4,4
C15702,3,0,67,0,0,5,23
C15703,3,1,137,0,0,5,47
C15704,3,1,89,0,0,4,67
C15705,1,1,2,0,0,1,15
C15706,2,2,61,9,48,6,11
C15707,2,2,81,0,0,5,44
C15708,4,1,127,22,124,7,6
C15709,4,1,144,12,46,5,4
C15710,1,1,26,9,35,2,16
C15711,4,1,131,7,35,6,59
C15712,1,1,4,4,22,1,96
C15713,2,1,94,9,47,5,35
C15714,4,1,99,11,44,4,45
C15715,4,1,79,7,40,8,16
C15716,1,2,4,0,0,6,93
C15717,2,1,90,22,136,4,24
C15718,1,0,15,10,59,5,25
C15719,1,1,56,0,0,2,81
C15720,4,0,69,14,67,6,38
C15721,2,1,55,5,30,7,96
C15722,2,1,28,14,84,5,36
C15723,1,2,46,10,56,4,51
C15724,1,1,50,0,0,5,23
C15725,1,1,12,12,77,1,85
C15726,3,2,143,0,0,8,48
C15727,3,0,100,3,17,6,1
C15728,3,1,62,12,76,7,32
C15729,4,1,76,13,75,7,74
C15730,4,1,113,0,0,5,69
C15731,2,1,69,1,10,6,44
C15732,2,0,58,21,118,4,71
C15733,3,1,59,8,47,5,17
C15734,2,1,50,0,0,2,97
C15735,4,1,92,0,0,9,22
C15736,4,1,129,11,79,4,49
C15737,2,1,57,0,0,3,44
C15738,3,1,115,3,16,8,78
C15739,3,0,111,2,11,4,14
C15740,4,2,160,0,0,4,5
C15741,4,1,140,12,69,7,10
C15742,3,2,61,7,28,8,56
C15743,4,1,63,11,58,8,81
C15744,2,1,40,0,0,6,86
C15745,1,0,1,1,3,4,96
C15746,2,2,58,0,0,7,31
C15747,3,2,100,1,7,3,50
C15748,3,0,65,0,0,8,52
C15749,1,2,31,12,80,6,44
C15750,4,1,157,0,0,7,78
